canton,municipality,bfs_code,address,plz,buildingGroundArea_sqm,grossInvest_CHF,subsidies_CHF,netInvest_CHF,paybackTime_years,producedKwhYear_kWh,selfConsumedKwhYear_kWh,selfConsumptionPct_pct,gridFeedinKwhYear_kWh
AG,Niederlenz,4204,Pilzweg 6,5702,222.16,16900.00,1675.00,12180.00,19.507,5480.17,1126.67,20.56,4353.50
AG,Niederlenz,4204,Winkelweg 1,5702,107.12,17100.00,1697.00,12322.40,19.766,5493.19,1120.51,20.40,4372.68
AG,Niederlenz,4204,Winkelweg 4b,5702,98.88,27500.00,3414.00,19268.80,14.231,11158.09,2557.07,22.92,8601.02
AG,Niederlenz,4204,Bollweg 12,5702,104.90,45400.00,8338.00,29649.60,11.134,27138.32,2234.98,8.236,24903.34
AG,Niederlenz,4204,Winkelweg 3,5702,203.92,17100.00,1697.00,12322.40,19.764,5493.58,1120.63,20.40,4372.95
AG,Niederlenz,4204,Bollweg 11,5702,129.19,41400.00,7185.00,27372.00,11.512,22406.38,2920.21,13.033,19486.17
AG,Niederlenz,4204,Buchenweg 4,5702,74.87,16000.00,1529.00,11576.80,20.13,4892.70,1127.30,23.04,3765.40
AG,Niederlenz,4204,Winkelweg 10,5702,132.24,16900.00,1677.00,12178.40,19.487,5481.76,1129.14,20.60,4352.62
AG,Seengen,4208,Schwerzistrasse 12,5707,122.31,34700.00,5307.00,23514.40,12.598,16563.51,2856.84,17.248,13706.67
AG,Niederlenz,4204,Buchenweg 6,5702,113.73,54400.00,10845.00,34844.00,9.971,34675.03,3259.49,9.400,31415.54
AG,Seengen,4208,Schlattweg 23,5707,246.37,28100.00,3501.00,19679.20,14.293,11332.61,2610.93,23.04,8721.69
AG,Seengen,4208,Schwerzistrasse 14,5707,304.00,45800.00,8442.00,29886.40,9.846,27253.59,4204.84,15.429,23048.75
AG,Seengen,4208,Schwerzistrasse 18,5707,106.63,23200.00,2695.00,16404.00,17.510,7769.32,1858.18,23.92,5911.14
AG,Seengen,4208,Schwerzistrasse 16,5707,105.61,29200.00,3738.00,20369.60,15.655,10774.91,2506.57,23.26,8268.34
AG,Seengen,4208,Schlattweg 25,5707,355.10,53600.00,10652.00,34358.40,9.896,34946.45,2984.16,8.539,31962.29
AG,Seengen,4208,Schwerzistrasse 20,5707,119.30,17900.00,1836.00,12851.20,21.43,5293.12,1112.99,21.03,4180.13
AG,Seengen,4208,Egliswilerstrasse 54,5707,91.61,28700.00,3602.00,20078.40,17.895,11204.02,1313.04,11.719,9890.97
AG,Seengen,4208,Schwerzistrasse 22,5707,235.88,30400.00,4091.00,21047.20,18.144,11793.54,1273.33,10.797,10520.21
AG,Seengen,4208,Sarmenstorferstrasse 54,5707,240.52,27900.00,3468.00,19545.60,14.696,11007.34,2512.54,22.83,8494.80
AG,Frick,4163,Königsweg 30,5070,122.48,39100.00,6540.00,26048.00,11.334,20444.24,3393.97,16.601,17050.27
AG,Frick,4163,Mattenweg 5,5070,183.52,28000.00,3485.00,19612.00,14.728,10922.69,2564.64,23.48,8358.05
AG,Frick,4163,Dörrmattweg 7c,5070,262.19,17300.00,1745.00,12444.00,20.28,5389.17,1122.55,20.83,4266.62
AG,Frick,4163,Dörrmattring 39,5070,121.92,52500.00,10343.00,33725.60,10.598,28494.73,4568.97,16.034,23925.77
AG,Frick,4163,Dörrmattweg 7a,5070,262.19,17300.00,1745.00,12444.00,20.25,5396.64,1123.88,20.83,4272.76
AG,Frick,4163,Dörrmattweg 7d,5070,262.19,17300.00,1745.00,12444.00,20.25,5397.49,1123.93,20.82,4273.56
AG,Frick,4163,Dörrmattweg 23,5070,108.10,105200.00,20475.00,67780.00,9.465,67791.07,8134.55,11.999,59656.52
AG,Frick,4163,Dörrmattring 35,5070,0.00000,75200.00,14790.00,48328.00,11.216,43486.06,3883.32,8.930,39602.74
AG,Frick,4163,Dörrmattring 34,5070,100.72,14800.00,1323.00,10781.60,22.30,4173.55,953.06,22.84,3220.50
AG,Frick,4163,Dörrmattweg 5,5070,246.14,89200.00,17454.00,57396.80,9.789,57936.64,5540.12,9.562,52396.52
AG,Gansingen,4164,Im Strick 6,5272,120.37,32700.00,4740.00,22368.00,20.72,11168.07,1208.47,10.821,9959.60
AG,Gansingen,4164,Im Strick 12,5272,138.85,43300.00,7740.00,28448.00,11.704,22802.99,3063.33,13.434,19739.67
AG,Gansingen,4164,Im Strick 5,5272,145.83,16900.00,1665.00,12188.00,31.53,3542.85,797.33,22.51,2745.51
AG,Gansingen,4164,Im Strick 20,5272,303.23,36600.00,5852.00,24598.40,12.562,17252.61,3064.16,17.761,14188.45
AG,Gansingen,4164,Dorfstrasse 39,5272,322.06,43300.00,7740.00,28448.00,15.525,17507.57,2440.06,13.937,15067.51
AG,Gansingen,4164,Im Strick 13,5272,239.66,37800.00,6174.00,25300.80,11.707,18207.35,3723.26,20.45,14484.09
AG,Gansingen,4164,Im Strick 8,5272,123.47,30200.00,4044.00,20924.80,18.188,9534.77,2330.59,24.44,7204.18
AG,Gansingen,4164,Brüschmatt 5,5272,214.15,15700.00,1473.00,11381.60,27.57,3714.42,822.46,22.14,2891.96
AG,Gansingen,4164,Im Strick 11,5272,239.66,39500.00,6664.00,26268.80,12.578,19654.38,2663.01,13.549,16991.37
AG,Gansingen,4164,Brüschmatt 3,5272,214.15,17700.00,1804.00,12716.80,21.64,5152.66,1111.32,21.57,4041.34
AG,Gipf-Oberfrick,4165,Freudackerweg 25,5073,106.54,29100.00,3708.00,20313.60,16.297,10365.49,2410.07,23.25,7955.42
AG,Gipf-Oberfrick,4165,Freudackerweg 23,5073,112.36,29100.00,3708.00,20313.60,16.304,10363.07,2408.18,23.24,7954.89
AG,Gipf-Oberfrick,4165,Freudackerweg 21,5073,112.36,29100.00,3708.00,20313.60,16.311,10361.17,2406.43,23.23,7954.73
AG,Gipf-Oberfrick,4165,Freudackerweg 39,5073,106.18,34700.00,5300.00,23520.00,15.208,14813.17,1991.43,13.444,12821.74
AG,Gipf-Oberfrick,4165,Freudackerweg 35,5073,54.50,27600.00,3424.00,19340.80,14.586,10830.03,2570.56,23.74,8259.47
AG,Gipf-Oberfrick,4165,Freudackerweg 33,5073,122.26,31000.00,4259.00,21392.80,14.114,12947.15,2644.43,20.42,10302.73
AG,Gipf-Oberfrick,4165,Enzberghöhe 8,5073,143.55,40500.00,6951.00,26839.20,15.040,19080.58,1328.72,6.964,17751.86
AG,Gipf-Oberfrick,4165,Freudackerweg 27,5073,106.54,29100.00,3708.00,20313.60,16.321,10359.73,2402.93,23.19,7956.80
AG,Gipf-Oberfrick,4165,Freudackerweg 31,5073,122.26,21800.00,2469.00,15464.80,16.103,7810.13,1928.23,24.69,5881.90
AG,Gipf-Oberfrick,4165,Freudackerweg 9,5073,201.10,45000.00,8208.00,29433.60,10.964,24773.51,3508.36,14.162,21265.15
AG,Eiken,4161,Buchhaldenweg 11,5074,98.20,15100.00,1382.00,10974.40,23.60,4076.37,909.86,22.32,3166.51
AG,Eiken,4161,Zimberrainweg 13,5074,127.04,41700.00,7286.00,27531.20,12.023,21147.85,3074.08,14.536,18073.78
AG,Eiken,4161,Ausserdorfstrasse 43,5074,98.42,43200.00,7711.00,28391.20,10.810,22805.23,4117.05,18.053,18688.18
AG,Eiken,4161,Oberdorfstrasse 10,5074,224.28,17100.00,1706.00,12315.20,20.81,5214.03,1087.40,20.86,4126.63
AG,Eiken,4161,Zimberrainweg 15,5074,126.05,41800.00,7308.00,27593.60,11.671,21733.09,3190.43,14.680,18542.67
AG,Eiken,4161,Oberdorfstrasse 13,5074,123.64,28100.00,3501.00,19679.20,15.412,10581.62,2440.74,23.07,8140.88
AG,Seon,4209,Sigismühle 6,5703,389.32,27500.00,3412.00,19270.40,17.663,10913.08,1256.51,11.514,9656.57
AG,Eiken,4161,Steinlettenweg 8,5074,93.60,48200.00,9137.00,31250.40,10.553,27516.07,3742.80,13.602,23773.26
AG,Eiken,4161,Steinlettenweg 10,5074,107.59,41000.00,7083.00,27133.60,11.646,21311.02,3190.66,14.972,18120.36
AG,Eiken,4161,Zimberrainweg 17,5074,16.515,38200.00,6302.00,25518.40,12.311,18710.86,3007.19,16.072,15703.67
AG,Münchwilen (AG),4172,Bahnstrasse 13,4333,113.41,60200.00,11946.00,38603.20,11.231,29313.68,5753.44,19.627,23560.24
AG,Eiken,4161,Oberdorfstrasse 8,5074,383.96,22100.00,2526.00,15659.20,16.970,7639.58,1816.76,23.78,5822.82
AG,Münchwilen (AG),4172,Bahnstrasse 15,4333,77.00,28800.00,3632.00,20134.40,19.014,9394.80,1868.14,19.885,7526.66
AG,Münchwilen (AG),4172,Im Mätteli 5,4333,150.15,44100.00,7963.00,28909.60,13.837,20628.09,2311.00,11.203,18317.08
AG,Münchwilen (AG),4172,Bahnstrasse 17,4333,119.22,45700.00,8410.00,29832.00,11.580,24509.39,3075.72,12.549,21433.67
AG,Münchwilen (AG),4172,Bahnstrasse 10,4333,125.94,22000.00,2503.00,15597.60,16.652,7610.90,1903.17,25.01,5707.73
AG,Münchwilen (AG),4172,Bahnstrasse 2,4333,153.93,58900.00,11697.00,37762.40,10.208,32349.16,5637.00,17.425,26712.16
AG,Münchwilen (AG),4172,Bahnstrasse 5,4333,148.94,48200.00,9137.00,31250.40,11.763,27865.53,1923.39,6.902,25942.13
AG,Münchwilen (AG),4172,Bahnstrasse 6,4333,82.78,27700.00,3434.00,19412.80,15.226,10499.23,2459.75,23.43,8039.49
AG,Münchwilen (AG),4172,Lienechtweg 11,4333,92.40,16100.00,1532.00,11654.40,25.14,4046.69,944.41,23.34,3102.28
AG,Oeschgen,4175,Wolfgartenstrasse 167,5072,109.66,22700.00,2618.00,16065.60,17.590,7533.71,1833.70,24.34,5700.01
AG,Oeschgen,4175,Mühlerain 360,5072,170.16,43300.00,7747.00,28442.40,10.592,23287.73,4199.93,18.035,19087.80
AG,Münchwilen (AG),4172,Gässli 7,4333,62.79,42800.00,7589.00,28168.80,11.761,22215.05,3150.23,14.181,19064.82
AG,Oeschgen,4175,Binzstrasse 52,5072,232.70,14600.00,1301.00,10639.20,22.29,4119.30,942.04,22.87,3177.27
AG,Oeschgen,4175,Wolfgartenstrasse 435,5072,134.65,32500.00,4672.00,22262.40,14.867,13215.26,2454.19,18.571,10761.08
AG,Oeschgen,4175,Hohlenweg 229,5072,106.16,30100.00,4006.00,20875.20,18.040,12117.88,1090.97,9.003,11026.91
AG,Oeschgen,4175,Mühlesteig 363,5072,116.78,54900.00,10941.00,35167.20,10.563,30265.86,4554.84,15.049,25711.02
AG,Oeschgen,4175,Mühlerain 506,5072,108.50,38100.00,6273.00,25461.60,12.639,19630.29,2238.16,11.402,17392.13
AG,Oeschgen,4175,Oberer Mühlerain 552,5072,0.00000,23800.00,2796.00,16803.20,16.082,8644.99,2025.61,23.43,6619.38
AG,Oeschgen,4175,Wolfgartenstrasse 430,5072,143.36,31200.00,4303.00,21517.60,14.528,13668.51,2106.03,15.408,11562.48
AG,Oeschgen,4175,Hohlenweg 185,5072,180.62,22300.00,2550.00,15800.00,16.874,7644.07,1892.92,24.76,5751.15
AG,Schwaderloch,4176,Rhyblick 127,5326,112.57,28100.00,3504.00,19676.80,15.510,10399.53,2487.41,23.92,7912.11
AG,Schwaderloch,4176,Altweg 415,5326,178.25,26600.00,3252.00,18678.40,16.896,9336.29,2089.66,22.38,7246.63
AG,Schwaderloch,4176,Altweg 409,5326,123.67,27900.00,3473.00,19541.60,16.593,10300.23,2039.53,19.801,8260.71
AG,Schwaderloch,4176,Altweg 411,5326,86.13,29400.00,3810.00,20472.00,15.988,11290.23,2147.65,19.022,9142.58
AG,Schwaderloch,4176,Altweg 412,5326,86.13,30300.00,4056.00,20995.20,15.560,12021.84,2183.19,18.160,9838.65
AG,Schwaderloch,4176,Altweg 418,5326,86.13,26600.00,3264.00,18668.80,19.203,8266.93,1895.91,22.93,6371.02
AG,Schwaderloch,4176,Altweg 413,5326,178.25,29800.00,3925.00,20700.00,16.227,11275.09,2139.81,18.978,9135.27
AG,Schwaderloch,4176,Altweg 430,5326,86.13,34000.00,5113.00,23109.60,16.446,12668.27,2266.46,17.891,10401.81
AG,Schwaderloch,4176,Hauptstrasse 97,5326,443.49,36800.00,5888.00,24729.60,15.085,17465.80,1241.15,7.106,16224.65
AG,Sisseln,4177,Bahnhofstrasse 41,4334,111.00,33700.00,5009.00,22952.80,13.181,15686.94,2586.81,16.490,13100.13
AG,Sisseln,4177,Bahnhofstrasse 35,4334,159.90,53500.00,10627.00,34298.40,10.418,33282.18,2825.91,8.491,30456.27
AG,Sisseln,4177,Lindenweg 8,4334,177.33,46300.00,8572.00,30182.40,9.997,26852.76,4328.26,16.118,22524.50
AG,Sisseln,4177,Lindenweg 9,4334,252.13,46400.00,8600.00,30240.00,10.353,26944.92,3755.50,13.938,23189.42
AG,Sisseln,4177,Alte Bündten-Strasse 9,4334,106.21,44700.00,8136.00,29251.20,12.746,24793.17,1383.51,5.580,23409.66
AG,Sisseln,4177,Chriesiweg 4,4334,135.49,45300.00,8298.00,29601.60,10.462,25953.54,3719.50,14.331,22234.04
AG,Sisseln,4177,Chriesiweg 3,4334,108.72,42500.00,7510.00,27992.00,11.746,23484.15,2450.64,10.435,21033.51
AG,Sisseln,4177,Chriesiweg 19,4334,96.26,39300.00,6594.00,26164.80,12.125,20645.89,2546.11,12.332,18099.78
AG,Sisseln,4177,Gartenweg 9,4334,118.94,21700.00,2449.00,15400.80,16.236,7708.38,1911.23,24.79,5797.16
AG,Mettauertal,4184,Hofmatthübelweg 187,5277,117.90,38400.00,6363.00,25629.60,12.423,19591.22,2525.10,12.889,17066.12
AG,Mettauertal,4184,Schlosshalde 53,5277,100.88,47300.00,8863.00,30749.60,15.295,20118.01,2223.72,11.053,17894.29
AG,Sisseln,4177,Chriesiweg 5,4334,108.71,30400.00,4074.00,21060.80,16.934,12792.02,1234.79,9.653,11557.23
AG,Mettauertal,4184,Hofmatthübelweg 141,5277,53.85,27700.00,3432.00,19414.40,15.057,10600.03,2488.23,23.47,8111.81
AG,Mettauertal,4184,Schulhausstrasse 129,5277,107.95,27600.00,3431.00,19335.20,14.923,10640.27,2499.58,23.49,8140.69
AG,Mettauertal,4184,Büel 65,5277,213.43,28300.00,3544.00,19804.80,18.622,10684.71,1241.58,11.620,9443.13
AG,Mettauertal,4184,Schlosshalde 84,5277,250.34,25300.00,3048.00,17801.60,26.57,6827.63,936.23,13.712,5891.39
AG,Mettauertal,4184,Schulhausstrasse 163,5277,162.14,42200.00,7420.00,27824.00,12.263,21501.48,2798.94,13.017,18702.54
AG,Mettauertal,4184,Schulhausstrasse 122,5277,233.54,101200.00,19728.00,65177.60,10.832,56168.82,7562.64,13.464,48606.18
AG,Mettauertal,4184,Schulhausstrasse 127,5277,145.48,46900.00,8755.00,30516.00,11.231,26305.74,2980.10,11.329,23325.63
AG,Mettauertal,4184,Gassweg 91,5277,165.07,17700.00,1808.00,12713.60,21.29,5236.92,1120.05,21.39,4116.88
AG,Sins,4239,Bühl 2,5645,216.01,29000.00,3689.00,20248.80,17.641,11505.44,1311.83,11.402,10193.62
AG,Sins,4239,Bühl 1,5645,216.01,61900.00,12273.00,39701.60,9.776,39520.20,4139.14,10.473,35381.06
AG,Sins,4239,Unterdorf 2,5645,251.73,62300.00,12354.00,39956.80,10.789,35620.04,4139.08,11.620,31480.97
AG,Sins,4239,Sonnenhof 1,5643,220.48,106800.00,20793.00,68805.60,11.289,62009.54,5250.97,8.468,56758.57
AG,Sins,4239,Höfen 3,5643,109.45,27600.00,3424.00,19340.80,13.998,11486.80,2547.53,22.18,8939.27
AG,Sins,4239,Höfen 1,5643,101.51,69400.00,13692.00,44566.40,12.216,40872.77,1436.25,3.514,39436.51
AG,Sins,4239,Löwenhof 2,5643,346.46,135000.00,26136.00,87091.20,10.939,81640.15,6422.84,7.867,75217.32
AG,Sins,4239,Höfen 2,5643,90.05,17100.00,1699.00,12320.80,24.72,4989.86,694.11,13.910,4295.75
AG,Sins,4239,Bodenmatt 1,5645,303.72,176300.00,35605.00,112556.00,10.842,117427.19,2970.53,2.530,114456.66
AG,Sins,4239,Bremgartenstrasse 32,5643,196.53,16900.00,1675.00,12180.00,18.953,5656.63,1138.40,20.13,4518.23
AG,Oberhof,4173,Pilger 105,5062,409.45,14900.00,1341.00,10847.20,24.00,3984.28,880.42,22.10,3103.86
AG,Oberhof,4173,Horstatt 97,5062,591.98,40000.00,6806.00,26555.20,13.063,17980.26,3201.03,17.803,14779.24
AG,Oberhof,4173,Hinterbühlstrasse 265,5062,96.40,47100.00,8824.00,30620.80,13.616,21555.73,2798.41,12.982,18757.31
AG,Oberhof,4173,Mülimatt 292,5062,119.05,37500.00,6104.00,25116.80,11.362,19043.41,3569.26,18.743,15474.15
AG,Oberhof,4173,Hinterbühlstrasse 27,5062,156.06,27700.00,3434.00,19412.80,18.533,10528.28,1215.83,11.548,9312.45
AG,Oberhof,4173,Dorfstrasse 25,5062,592.58,21600.00,2448.00,15321.60,19.657,7682.55,1007.73,13.117,6674.82
AG,Oberhof,4173,Winkel 8,5062,187.55,27700.00,3434.00,19412.80,18.782,10428.13,1190.22,11.414,9237.91
AG,Oberhof,4173,Pilgerstrasse 20b,5062,480.77,28000.00,3491.00,19607.20,19.197,10326.09,1182.50,11.452,9143.58
AG,Oberhof,4173,Dorfstrasse 38,5062,171.27,30400.00,4080.00,21056.00,17.701,9898.92,2367.21,23.91,7531.70
AG,Oberhof,4173,Gässli 37,5062,572.43,192000.00,40378.00,121297.60,11.854,116679.07,2958.46,2.536,113720.61
AG,Laufenburg,4170,Schimelrych 10,5080,536.04,29000.00,3691.00,20247.20,15.590,10620.16,2565.88,24.16,8054.27
AG,Laufenburg,4170,Im Eigen 11,5080,478.58,63700.00,12615.00,40868.00,10.977,37353.10,3427.90,9.177,33925.19
AG,Laufenburg,4170,Schimelrych 4,5080,101.80,94800.00,18507.00,61034.40,9.562,61192.25,6901.24,11.278,54291.02
AG,Laufenburg,4170,Schimelrych 6,5080,264.32,44600.00,8096.00,29203.20,10.424,25323.47,3862.75,15.254,21460.72
AG,Laufenburg,4170,Schimelrych 5,5080,197.34,17500.00,1766.00,12587.20,21.94,5109.97,1052.31,20.59,4057.66
AG,Laufenburg,4170,Im Eigen 5,5080,148.60,39900.00,6777.00,26498.40,11.766,20733.61,3027.66,14.603,17705.95
AG,Laufenburg,4170,Im Bifang 9,5080,76.89,48000.00,9058.00,31153.60,12.807,26509.12,1370.87,5.171,25138.26
AG,Laufenburg,4170,Im Eigen 19,5080,505.88,56200.00,11199.00,36000.80,10.879,31683.59,3784.61,11.945,27898.98
AG,Laufenburg,4170,Gartenweg 12,5080,101.24,39900.00,6771.00,26503.20,11.668,20101.09,3444.12,17.134,16656.97
AG,Laufenburg,4170,Schimelrych 8,5080,130.68,32900.00,4782.00,22494.40,14.950,12954.86,2632.46,20.32,10322.40
AG,Böztal,4185,Meihof 4,5076,304.56,17000.00,1683.00,12253.60,20.12,5306.38,1133.05,21.35,4173.33
AG,Böztal,4185,Meihof 2,5076,56.23,40000.00,6794.00,26564.80,13.504,21388.81,1165.21,5.448,20223.60
AG,Böztal,4185,Meihof 1,5076,68.84,12400.00,935.00,9172.00,29.34,2920.53,583.05,19.964,2337.47
AG,Böztal,4185,Hauptstrasse 60,5076,720.76,14700.00,1308.00,10713.60,22.96,4058.63,916.58,22.58,3142.05
AG,Böztal,4185,Schulstrasse 3a,5076,50.50,34400.00,5230.00,23336.00,17.440,11734.78,2374.34,20.23,9360.44
AG,Böztal,4185,Bühlweg 3,5076,255.07,51300.00,10001.00,33039.20,11.414,28878.48,2789.89,9.661,26088.59
AG,Böztal,4185,Milchhüslistrasse 7,5076,314.24,43400.00,7762.00,28510.40,10.843,23789.68,3653.63,15.358,20136.05
AG,Böztal,4185,Poststrasse 5a,5076,81.42,42000.00,7380.00,27696.00,11.351,22858.18,3049.63,13.342,19808.56
AG,Böztal,4185,Hauptstrasse 46,5076,1348.13,27700.00,3439.00,19408.80,18.239,10631.18,1255.70,11.811,9375.48
AG,Böztal,4185,Hauptstrasse 54,5076,817.51,21800.00,2480.00,15456.00,16.440,7665.08,1890.21,24.66,5774.87
AG,Teufenthal (AG),4145,Hochrütistrasse 2,5723,195.67,27500.00,3403.00,19277.60,14.337,11120.21,2525.72,22.71,8594.49
AG,Teufenthal (AG),4145,Kirchwegacker 1,5723,125.51,40800.00,7038.00,27009.60,11.219,23116.21,2715.43,11.747,20400.78
AG,Teufenthal (AG),4145,Kirchweg 6,5723,139.57,111400.00,21654.00,71796.80,10.481,66601.79,7198.95,10.809,59402.83
AG,Schwaderloch,4176,Wängi 368,5326,147.65,32900.00,4784.00,22492.80,14.161,14214.93,2464.38,17.337,11750.55
AG,Teufenthal (AG),4145,Kirchweg 10,5723,97.80,75800.00,14904.00,48716.80,12.936,40540.72,2415.17,5.957,38125.55
AG,Teufenthal (AG),4145,Kirchweg 5,5723,64.95,14700.00,1304.00,10716.80,22.26,4230.70,911.56,21.55,3319.13
AG,Teufenthal (AG),4145,Kirchweg 4,5723,106.38,119200.00,23142.00,76846.40,11.042,68110.15,7266.90,10.669,60843.25
AG,Teufenthal (AG),4145,Kirchweg 8,5723,159.68,53800.00,10696.00,34483.20,10.679,30044.73,4094.37,13.628,25950.36
AG,Teufenthal (AG),4145,Kirchweg 11,5723,182.46,16900.00,1669.00,12184.80,19.472,5490.60,1129.21,20.57,4361.38
AG,Teufenthal (AG),4145,Kirchweg 7,5723,72.20,64000.00,12669.00,41064.80,12.824,32539.49,2997.68,9.212,29541.81
AG,Teufenthal (AG),4145,Kirchweg 9,5723,100.10,16900.00,1669.00,12184.80,19.464,5492.28,1129.65,20.57,4362.63
AG,Zetzwil,4147,Hochrütistrasse 161,5732,139.81,45400.00,8323.00,29661.60,10.398,26493.05,3581.61,13.519,22911.44
AG,Zetzwil,4147,Hochrütistrasse 641,5732,97.95,34100.00,5120.00,23184.00,13.449,15104.98,2790.10,18.471,12314.88
AG,Zetzwil,4147,Tüelenstrasse 84,5732,405.01,17200.00,1715.00,12388.00,19.643,5485.13,1165.63,21.25,4319.49
AG,Zetzwil,4147,Tüelenstrasse 404,5732,882.08,28800.00,3630.00,20136.00,18.082,11144.71,1298.78,11.654,9845.93
AG,Zetzwil,4147,Hochrütistrasse 77,5732,146.73,22100.00,2521.00,15663.20,19.013,8024.56,1091.54,13.602,6933.02
AG,Zetzwil,4147,Tüelenstrasse 86,5732,882.08,17600.00,1783.00,12653.60,20.14,5475.36,1168.33,21.34,4307.03
AG,Zetzwil,4147,Fliederweg 672,5732,75.69,36300.00,5765.00,24428.00,12.970,17072.45,2741.06,16.055,14331.39
AG,Zetzwil,4147,Reifflinsweg 713,5732,129.63,31000.00,4266.00,21387.20,15.495,13195.23,1790.71,13.571,11404.52
AG,Zetzwil,4147,Alte Bergstrasse 560,5732,106.42,47200.00,8845.00,30684.00,10.670,25242.75,4371.93,17.320,20870.81
AG,Zetzwil,4147,Oberer Hobackerweg 474,5732,145.13,41100.00,7123.00,27181.60,12.538,22884.42,1543.66,6.745,21340.76
AG,Beinwil am See,4131,Sonnenweg 11,5712,72.16,29800.00,3916.00,20707.20,15.210,11217.25,2630.80,23.45,8586.45
AG,Beinwil am See,4131,Wühristrasse 24,5712,83.71,47700.00,8993.00,30965.60,10.774,27323.63,3349.14,12.257,23974.49
AG,Beinwil am See,4131,Wühristrasse 28,5712,324.99,21800.00,2468.00,15465.60,18.414,8266.88,1051.19,12.716,7215.69
AG,Beinwil am See,4131,Sonnenweg 1,5712,142.20,17000.00,1687.00,12250.40,19.084,5586.99,1171.45,20.97,4415.54
AG,Beinwil am See,4131,Sonnenweg 3,5712,94.43,39400.00,6644.00,26204.80,10.848,21282.46,3625.79,17.037,17656.67
AG,Beinwil am See,4131,Sonnenweg 4,5712,81.89,21900.00,2488.00,15529.60,15.550,8186.60,1952.25,23.85,6234.36
AG,Beinwil am See,4131,Wühristrasse 42,5712,133.99,24000.00,2837.00,16930.40,15.839,9003.37,1985.81,22.06,7017.56
AG,Beinwil am See,4131,Zihlstrasse 24,5712,264.04,18500.00,1932.00,13254.40,19.242,6133.70,1196.05,19.500,4937.65
AG,Beinwil am See,4131,Sonnenweg 12,5712,97.66,29700.00,3902.00,20638.40,13.998,12383.67,2663.07,21.50,9720.60
AG,Beinwil am See,4131,Wühristrasse 33,5712,198.97,53100.00,10519.00,34064.80,9.065,34976.82,4499.81,12.865,30477.01
AG,Unterkulm,4146,Tüelenweg 3,5726,292.58,29500.00,3835.00,20532.00,18.668,11061.05,1285.22,11.619,9775.83
AG,Unterkulm,4146,Mittelstrasse 10,5726,107.75,51000.00,9929.00,32856.80,9.652,31586.53,4204.37,13.311,27382.16
AG,Unterkulm,4146,Mittelstrasse 6,5726,123.20,122400.00,23742.00,78926.40,11.505,75619.43,3098.07,4.097,72521.36
AG,Unterkulm,4146,Kreuzstrasse 4,5726,78.09,30900.00,4238.00,21329.60,13.406,13798.86,2628.19,19.046,11170.67
AG,Unterkulm,4146,Mittelstrasse 4,5726,102.60,38500.00,6375.00,25700.00,12.423,20490.47,2117.36,10.333,18373.10
AG,Unterkulm,4146,Mittelstrasse 7,5726,193.51,27500.00,3408.00,19273.60,14.280,11084.02,2570.67,23.19,8513.35
AG,Unterkulm,4146,Hauptstrasse 31,5726,268.26,29900.00,3938.00,20769.60,16.659,10401.63,2415.31,23.22,7986.32
AG,Unterkulm,4146,Wynastrasse 4,5726,128.49,16900.00,1668.00,12185.60,19.563,5452.57,1131.98,20.76,4320.58
AG,Unterkulm,4146,Mittelstrasse 3,5726,399.53,30300.00,4069.00,20984.80,19.780,10664.53,1291.84,12.113,9372.69
AG,Unterkulm,4146,Hauptstrasse 35,5726,586.94,134800.00,26085.00,86972.00,12.600,76938.05,3010.70,3.913,73927.35
AG,Herznach-Ueken,4186,Keltenweg 7,5028,125.83,40000.00,6817.00,26546.40,13.153,18946.70,2644.94,13.960,16301.75
AG,Herznach-Ueken,4186,Oberdorfstrasse 25,5028,134.66,40600.00,6973.00,26901.60,11.545,20666.85,3499.41,16.932,17167.44
AG,Herznach-Ueken,4186,Landweg 3,5027,135.68,45700.00,8402.00,29838.40,12.345,25376.97,1785.84,7.037,23591.13
AG,Herznach-Ueken,4186,Oberdorfstrasse 26,5028,229.44,96000.00,18735.00,61812.00,12.630,49752.07,4527.25,9.100,45224.82
AG,Herznach-Ueken,4186,Keltenweg 23,5028,126.68,28900.00,3650.00,20200.00,16.491,10137.90,2400.00,23.67,7737.90
AG,Herznach-Ueken,4186,Keltenweg 17,5028,151.67,42600.00,7528.00,28057.60,10.800,23077.16,3811.59,16.517,19265.57
AG,Herznach-Ueken,4186,Alte Landstrasse 35,5027,118.72,41100.00,7105.00,27196.00,11.527,20597.06,3705.12,17.989,16891.93
AG,Herznach-Ueken,4186,Alte Landstrasse 38b,5027,196.58,37200.00,6009.00,24952.80,14.480,18170.99,1357.12,7.469,16813.87
AG,Herznach-Ueken,4186,Williweg 14,5028,146.93,42200.00,7420.00,27824.00,13.368,17524.52,3749.71,21.40,13774.81
AG,Herznach-Ueken,4186,Rainweg 3,5028,231.17,18200.00,1886.00,13051.20,23.96,4876.05,1028.56,21.09,3847.49
AG,Birrwil,4132,Hübelrebenweg 30,5708,214.30,21700.00,2461.00,15391.20,15.599,8073.34,1937.23,24.00,6136.11
AG,Birrwil,4132,Hübelrebenweg 32,5708,110.89,16900.00,1676.00,12179.20,19.509,5490.32,1121.39,20.42,4368.93
AG,Birrwil,4132,Hübelrebenweg 24,5708,115.45,49900.00,9594.00,32244.80,10.456,28926.68,3752.43,12.972,25174.25
