canton,municipality,bfs_code,address,plz,buildingGroundArea_sqm,grossInvest_CHF,subsidies_CHF,netInvest_CHF,paybackTime_years,producedKwhYear_kWh,selfConsumedKwhYear_kWh,selfConsumptionPct_pct,gridFeedinKwhYear_kWh
AG,Staufen,4210,Paradiesweg 1,5603,271.03,17500.00,1769.00,12584.80,20.80,5277.43,1138.63,21.58,4138.80
AG,Staufen,4210,Seenerweg 2,5603,125.56,15900.00,1511.00,11511.20,24.93,4064.31,920.16,22.64,3144.15
AG,Staufen,4210,Ausserdorfstrasse 52,5603,134.27,17400.00,1758.00,12513.60,21.24,5234.05,1070.40,20.45,4163.66
AG,Oberrüti,4237,Winterhalden 4,5647,228.39,29500.00,3826.00,20539.20,15.629,11141.42,2403.68,21.57,8737.75
AG,Oberrüti,4237,Winterhalden 2,5647,424.26,23900.00,2813.00,16869.60,21.36,7986.68,975.83,12.218,7010.86
AG,Oberrüti,4237,Winterhalden 6,5647,176.86,49600.00,9515.00,32068.00,10.444,27318.49,4467.17,16.352,22851.32
AG,Oberrüti,4237,Winterhalden 8,5647,155.22,18200.00,1884.00,13052.80,21.55,5460.46,1070.62,19.607,4389.84
AG,Oberrüti,4237,Hauptstrasse 12,5647,83.68,27600.00,3429.00,19336.80,16.746,11585.18,1272.00,10.980,10313.18
AG,Oberrüti,4237,Rebenweg 15,5647,177.24,36600.00,5851.00,24599.20,13.703,16461.76,2571.90,15.624,13889.85
AG,Oberrüti,4237,Beugen 5,5647,35.28,30200.00,4038.00,20929.60,15.487,11079.96,2655.74,23.97,8424.22
AG,Oberrüti,4237,Beugen 3,5647,112.05,17100.00,1710.00,12312.00,19.084,5630.02,1170.53,20.79,4459.49
AG,Oberrüti,4237,Beugen 1,5647,125.75,17100.00,1710.00,12312.00,19.083,5630.04,1170.59,20.79,4459.45
AG,Oberrüti,4237,Winterhalden 3,5647,208.28,16900.00,1670.00,12184.00,18.712,5692.12,1166.71,20.50,4525.42
AG,Ammerswil,4191,Schoorenweg 19b,5600,99.60,29500.00,3843.00,20525.60,15.749,11243.79,2293.33,20.40,8950.46
AG,Ammerswil,4191,Lenzburgerstrasse 23,5600,103.02,17000.00,1680.00,12256.00,20.01,5348.31,1130.10,21.13,4218.22
AG,Ammerswil,4191,Schoorenweg 13,5600,100.68,14700.00,1304.00,10716.80,22.30,4198.83,923.66,22.00,3275.18
AG,Ammerswil,4191,Lenzburgerstrasse 32,5600,121.41,58200.00,11577.00,37298.40,9.599,36213.34,4716.14,13.023,31497.20
AG,Ammerswil,4191,Lenzburgerstrasse 39,5600,66.08,34500.00,5239.00,23408.80,13.290,15582.50,2764.94,17.744,12817.57
AG,Ammerswil,4191,Lenzburgerstrasse 44,5600,131.13,45500.00,8370.00,29704.00,11.389,26495.15,2261.71,8.536,24233.44
AG,Ammerswil,4191,Schoorenweg 17b,5600,96.86,28000.00,3486.00,19611.20,17.411,9514.08,2150.33,22.60,7363.75
AG,Ammerswil,4191,Lenzburgerstrasse 42,5600,141.25,42400.00,7484.00,27932.80,12.926,23650.57,1162.72,4.916,22487.85
AG,Ammerswil,4191,Schoorenweg 19a,5600,99.60,26400.00,3229.00,18536.80,16.107,9843.54,2076.56,21.10,7766.98
AG,Ammerswil,4191,Lenzburgerstrasse 25,5600,257.93,17000.00,1680.00,12256.00,20.01,5347.92,1129.23,21.12,4218.69
AG,Boniswil,4192,Seeweg 5,5706,169.70,46500.00,8633.00,30293.60,10.880,25305.80,3827.47,15.125,21478.33
AG,Boniswil,4192,Sandmeierweg 7,5706,113.69,62100.00,12321.00,39823.20,9.865,35593.66,5946.26,16.706,29647.40
AG,Boniswil,4192,Dörflistrasse 8,5706,88.16,17400.00,1746.00,12523.20,20.16,5436.18,1144.94,21.06,4291.25
AG,Boniswil,4192,Dörflistrasse 3,5706,119.18,28000.00,3488.00,19609.60,14.565,11096.94,2559.99,23.07,8536.94
AG,Boniswil,4192,Seeweg 4,5706,122.31,28000.00,3483.00,19613.60,17.688,11111.38,1268.69,11.418,9842.69
AG,Boniswil,4192,Sandmeierweg 5,5706,74.24,28700.00,3612.00,20070.40,15.257,11043.96,2437.76,22.07,8606.21
AG,Boniswil,4192,Sandmeierweg 6,5706,155.66,17100.00,1711.00,12311.20,19.725,5462.31,1139.67,20.86,4322.64
AG,Boniswil,4192,Seeweg 8,5706,170.86,31700.00,4451.00,21799.20,17.055,13134.26,1286.02,9.791,11848.24
AG,Boniswil,4192,Seeweg 3,5706,54.60,29200.00,3748.00,20361.60,15.355,10945.67,2557.04,23.36,8388.63
AG,Boniswil,4192,Seeweg 6,5706,189.53,53900.00,10724.00,34540.80,10.580,34275.92,2201.47,6.423,32074.45
AG,Hallwil,4197,Dürrenäscherstrasse 329,5705,88.99,28100.00,3511.00,19671.20,14.323,11293.34,2611.66,23.13,8681.68
AG,Hallwil,4197,Dürrenäscherstrasse 94,5705,141.51,33600.00,5006.00,22875.20,16.110,15113.70,1128.49,7.467,13985.21
AG,Hallwil,4197,Weihermatt 353,5705,135.46,51500.00,10069.00,33144.80,10.128,31826.40,3385.56,10.638,28440.84
AG,Hallwil,4197,Weihermatt 47,5705,159.14,17300.00,1738.00,12449.60,19.574,5541.46,1170.38,21.12,4371.08
AG,Hallwil,4197,Weiheracker 254,5705,114.33,14900.00,1341.00,10847.20,21.85,4314.37,957.15,22.19,3357.23
AG,Hallwil,4197,Weihermatt 160,5705,126.39,28900.00,3674.00,20180.80,15.565,10886.78,2418.08,22.21,8468.69
AG,Hallwil,4197,Breiten 164,5705,100.47,28100.00,3508.00,19673.60,14.319,11306.08,2608.21,23.07,8697.87
AG,Hallwil,4197,Grossackerweg 348,5705,166.79,15000.00,1354.00,10916.80,21.93,4351.43,949.10,21.81,3402.33
AG,Hallwil,4197,Weiheracker 268,5705,102.02,15000.00,1363.00,10909.60,23.19,4215.71,868.49,20.60,3347.21
AG,Hallwil,4197,Weiheracker 252,5705,113.92,15100.00,1380.00,10976.00,22.26,4278.99,961.80,22.48,3317.18
AG,Holderbank (AG),4199,Hauptstrasse 21,5113,85.51,16300.00,1578.00,11777.60,25.78,3996.14,937.45,23.46,3058.69
AG,Holderbank (AG),4199,Talstrasse 2a,5113,126.38,42800.00,7607.00,28154.40,10.928,22765.43,3856.28,16.939,18909.15
AG,Holderbank (AG),4199,Hauptstrasse 25,5113,78.88,17600.00,1778.00,12657.60,22.76,4970.28,1027.95,20.68,3942.33
AG,Holderbank (AG),4199,Hauptstrasse 27,5113,112.07,17300.00,1735.00,12452.00,21.97,5039.21,1043.03,20.70,3996.18
AG,Holderbank (AG),4199,Schulhausstrasse 6,5113,157.46,43000.00,7639.00,28288.80,11.203,22859.63,3537.92,15.477,19321.71
AG,Holderbank (AG),4199,Hauptstrasse 48,5113,301.86,141800.00,27423.00,91501.60,12.516,76709.56,5537.92,7.219,71171.64
AG,Holderbank (AG),4199,Hauptstrasse 23,5113,104.69,22600.00,2598.00,16001.60,18.119,7314.60,1775.79,24.28,5538.81
AG,Holderbank (AG),4199,Hauptstrasse 31,5113,226.36,22300.00,2547.00,15802.40,21.20,7401.82,980.43,13.246,6421.39
AG,Holderbank (AG),4199,Hauptstrasse 38,5113,118.90,29200.00,3755.00,20356.00,17.112,9907.95,2330.17,23.52,7577.78
AG,Holderbank (AG),4199,Hauptstrasse 19,5113,94.10,30400.00,4088.00,21049.60,18.253,9601.26,2317.27,24.14,7283.99
AG,Egliswil,4195,Mühleweg 6a,5704,665.91,51500.00,10066.00,33147.20,10.118,30800.76,3911.28,12.699,26889.48
AG,Egliswil,4195,Mühleweg 18,5704,98.93,14900.00,1341.00,10847.20,23.56,4098.94,868.23,21.18,3230.72
AG,Egliswil,4195,Zopfweg 1,5704,103.70,28100.00,3507.00,19674.40,14.652,11071.17,2556.05,23.09,8515.12
AG,Egliswil,4195,Suppentalstrasse 26,5704,168.51,28700.00,3614.00,20068.80,15.156,10860.20,2575.95,23.72,8284.25
AG,Egliswil,4195,Zopfweg 5,5704,131.88,51000.00,9925.00,32860.00,10.095,31330.41,3524.57,11.250,27805.84
AG,Egliswil,4195,Mühleweg 8a,5704,665.91,49000.00,9356.00,31715.20,10.214,28630.92,3988.92,13.932,24642.00
AG,Egliswil,4195,Seengerstrasse 34,5704,121.07,21700.00,2449.00,15400.80,19.065,7930.39,1040.96,13.126,6889.42
AG,Egliswil,4195,Mühleweg 11,5704,136.82,106000.00,20625.00,68300.00,11.159,60910.58,5923.45,9.725,54987.12
AG,Egliswil,4195,Mühleweg 10,5704,357.87,47200.00,8834.00,30692.80,10.345,27038.26,3978.67,14.715,23059.59
AG,Egliswil,4195,Mühleweg 16,5704,70.33,50500.00,9778.00,32577.60,10.196,29620.26,4028.78,13.601,25591.48
AG,Kallern,4233,Neuhofweg 2,5625,110.04,73300.00,14430.00,47096.00,10.486,38549.70,7246.28,18.797,31303.42
AG,Kallern,4233,Obere Höllstrasse 2,5625,164.79,18100.00,1866.00,12987.20,20.78,5482.66,1161.70,21.19,4320.96
AG,Kallern,4233,Obere Höllstrasse 6,5625,282.89,90900.00,17775.00,58500.00,10.237,61570.72,2987.06,4.851,58583.66
AG,Kallern,4233,Haldenäcker 12,5625,237.64,40400.00,6913.00,26789.60,12.154,21712.19,2299.84,10.592,19412.35
AG,Kallern,4233,Obere Höllstrasse 4,5625,282.89,21700.00,2454.00,15396.80,18.687,8067.86,1060.29,13.142,7007.57
AG,Kallern,4233,Hofmatt 9,5625,207.08,30900.00,4230.00,21336.00,14.456,13646.75,2079.73,15.240,11567.02
AG,Kallern,4233,Schulstrasse 7,5625,207.21,50500.00,9781.00,32575.20,11.629,28446.19,2479.99,8.718,25966.20
AG,Kallern,4233,Haldenäcker 16,5625,49.72,58900.00,11697.00,37762.40,9.608,35910.74,5123.76,14.268,30786.98
AG,Kallern,4233,Hofmatt 10,5625,121.65,47000.00,8788.00,30569.60,11.311,27294.03,2418.21,8.860,24875.82
AG,Kallern,4233,Hofmatt 11,5625,205.05,63800.00,12639.00,40928.80,10.614,37580.82,4030.31,10.724,33550.51
AG,Hunzenschwil,4200,Gässli 18,5502,223.19,16900.00,1670.00,12184.00,19.651,5430.01,1127.96,20.77,4302.05
AG,Hunzenschwil,4200,Gässli 20,5502,151.85,16900.00,1671.00,12183.20,19.629,5428.03,1132.45,20.86,4295.58
AG,Hunzenschwil,4200,Gässli 28,5502,149.92,50100.00,9652.00,32358.40,10.421,27977.00,4340.90,15.516,23636.10
AG,Hunzenschwil,4200,Gässli 26,5502,149.48,39800.00,6741.00,26447.20,13.198,18539.70,2763.14,14.904,15776.56
AG,Hunzenschwil,4200,Gässli 30,5502,140.41,47700.00,8986.00,30971.20,10.734,26085.24,4020.69,15.414,22064.55
AG,Hunzenschwil,4200,Gässli 22,5502,131.12,18500.00,1937.00,13250.40,22.97,5198.61,1051.47,20.23,4147.15
AG,Hunzenschwil,4200,Gässli 21,5502,145.98,41500.00,7232.00,27414.40,10.380,23247.29,3931.52,16.912,19315.77
AG,Hunzenschwil,4200,Gässli 27,5502,165.20,49600.00,9518.00,32065.60,9.662,30597.17,4190.87,13.697,26406.31
AG,Hunzenschwil,4200,Gässli 23,5502,175.63,27600.00,3428.00,19337.60,14.396,11018.91,2570.67,23.33,8448.25
AG,Hunzenschwil,4200,Gässli 32,5502,206.27,46300.00,8597.00,30162.40,9.472,27900.81,4701.80,16.852,23199.01
AG,Meisterschwanden,4202,Delphinstrasse 11,5616,221.79,21700.00,2452.00,15398.40,15.699,8044.48,1919.73,23.86,6124.75
AG,Meisterschwanden,4202,Mattenweg 8a,5616,196.83,18400.00,1917.00,13186.40,19.764,5954.72,1164.74,19.560,4789.98
AG,Meisterschwanden,4202,Lerchenweg 4,5616,198.11,44500.00,8089.00,29128.80,10.336,25981.16,3618.62,13.928,22362.53
AG,Meisterschwanden,4202,Delphinstrasse 2,5616,155.58,44300.00,8017.00,29026.40,14.218,22487.21,1141.29,5.075,21345.93
AG,Meisterschwanden,4202,Lerchenweg 5,5616,117.84,60200.00,11949.00,38600.80,10.287,39902.01,2230.62,5.590,37671.39
AG,Meisterschwanden,4202,Kindergartenstrasse 12,5616,122.75,22300.00,2562.00,15790.40,16.144,7986.00,1949.93,24.42,6036.07
AG,Meisterschwanden,4202,Hauptstrasse 40,5616,274.35,14600.00,1300.00,10640.00,21.90,4243.92,925.71,21.81,3318.21
AG,Meisterschwanden,4202,Mattenweg 1,5616,179.33,27800.00,3459.00,19472.80,17.564,11075.05,1279.90,11.557,9795.14
AG,Meisterschwanden,4202,Oberfeldstrasse 7a,5616,192.25,39500.00,6659.00,26272.80,12.551,19483.54,2771.87,14.227,16711.67
AG,Meisterschwanden,4202,Lerchenweg 23,5616,176.06,51400.00,10026.00,33099.20,10.282,30070.88,3955.40,13.154,26115.48
AG,Hendschiken,4198,Steinacker 11,5604,80.56,28200.00,3517.00,19746.40,14.539,11109.20,2622.35,23.61,8486.85
AG,Hendschiken,4198,Steinacker 10,5604,77.65,63700.00,12624.00,40860.80,10.946,40070.63,2137.83,5.335,37932.80
AG,Hendschiken,4198,Steinacker 12,5604,76.80,65700.00,12993.00,42165.60,10.436,41362.74,3217.89,7.780,38144.85
AG,Hendschiken,4198,Steinackerstrasse 3,5604,139.94,14900.00,1343.00,10845.60,22.24,4243.08,944.76,22.27,3298.31
AG,Hendschiken,4198,Bifang 3,5604,0.00000,35800.00,5620.00,24144.00,15.735,15298.28,1714.43,11.207,13583.85
AG,Hendschiken,4198,Eichhofstrasse 5,5604,47.99,22300.00,2562.00,15790.40,16.083,8077.52,1925.47,23.84,6152.05
AG,Hendschiken,4198,Bifang 10,5604,292.78,29000.00,3693.00,20245.60,18.993,10764.86,1233.85,11.462,9531.01
AG,Hendschiken,4198,Eichhofstrasse 5a,5604,113.25,23500.00,2749.00,16600.80,19.383,8505.92,1068.65,12.564,7437.27
AG,Hendschiken,4198,Steinackerstrasse 6a,5604,112.46,17300.00,1735.00,12452.00,19.798,5461.73,1170.60,21.43,4291.12
AG,Brunegg,4193,Feldstrasse 11,5505,135.48,17100.00,1707.00,12314.40,19.985,5362.93,1145.78,21.36,4217.15
AG,Brunegg,4193,Kanzleiweg 9,5505,261.84,33000.00,4822.00,22542.40,13.387,15088.72,2549.24,16.895,12539.47
AG,Brunegg,4193,Kanzleiweg 6,5505,228.15,28200.00,3514.00,19748.80,14.774,10912.50,2604.55,23.87,8307.95
AG,Brunegg,4193,Kanzleiweg 4,5505,228.15,28200.00,3514.00,19748.80,14.770,10914.46,2605.46,23.87,8309.00
AG,Brunegg,4193,Feldstrasse 9,5505,135.48,17100.00,1707.00,12314.40,19.965,5366.20,1147.57,21.39,4218.63
AG,Brunegg,4193,Unterdorfstrasse 4,5505,261.84,15300.00,1412.00,11110.40,23.27,4156.72,944.04,22.71,3212.68
AG,Brunegg,4193,Gartenweg 1,5505,164.56,32300.00,4619.00,22144.80,15.601,14609.66,1338.82,9.164,13270.84
AG,Brunegg,4193,Feldstrasse 7,5505,82.58,17100.00,1707.00,12314.40,19.954,5368.21,1148.44,21.39,4219.77
AG,Brunegg,4193,Kanzleiweg 7,5505,836.04,37800.00,6167.00,25306.40,12.718,18728.10,2539.02,13.557,16189.07
AG,Brunegg,4193,Gartenweg 3,5505,164.56,23300.00,2726.00,16459.20,18.229,8623.95,1255.26,14.556,7368.68
AG,Möriken-Wildegg,4203,Othmarsingerstrasse 8,5103,134.24,61500.00,12207.00,39434.40,10.828,37215.30,2993.48,8.044,34221.82
AG,Möriken-Wildegg,4203,Bühlweg 12,5103,145.78,28800.00,3633.00,20133.60,15.867,10529.90,2441.92,23.19,8087.98
AG,Möriken-Wildegg,4203,Kohlackerstrasse 2a,5103,77.23,17300.00,1737.00,12450.40,21.11,5213.81,1082.16,20.76,4131.65
AG,Möriken-Wildegg,4203,Kohlackerstrasse 6,5103,114.10,17300.00,1734.00,12452.80,21.09,5229.51,1077.62,20.61,4151.89
AG,Möriken-Wildegg,4203,Bühlweg 7,5103,101.78,49600.00,9522.00,32062.40,10.547,28685.25,3625.21,12.638,25060.04
AG,Möriken-Wildegg,4203,Othmarsingerstrasse 7,5103,335.50,15000.00,1358.00,10913.60,23.80,4047.05,886.51,21.91,3160.54
AG,Möriken-Wildegg,4203,Arberweg 7,5103,165.60,136400.00,26400.00,88000.00,10.656,80256.35,8762.51,10.918,71493.83
AG,Möriken-Wildegg,4203,Schmittgasse 2,5103,278.70,23600.00,2773.00,16661.60,16.429,8413.84,1969.77,23.41,6444.07
AG,Möriken-Wildegg,4203,Kohlackerstrasse 1,5103,121.34,46200.00,8554.00,30116.80,11.084,25952.00,3136.55,12.086,22815.45
AG,Möriken-Wildegg,4203,Bühlweg 3,5103,153.39,17300.00,1738.00,12449.60,21.13,5219.36,1075.46,20.61,4143.90
AG,Rupperswil,4206,Hirtenweg 18,5102,78.38,23600.00,2773.00,16661.60,18.008,7724.07,1828.25,23.67,5895.82
AG,Rupperswil,4206,Maienweg 8,5102,206.53,53400.00,10595.00,34244.00,9.150,34415.18,4696.96,13.648,29718.22
AG,Rupperswil,4206,Maienweg 1,5102,106.24,52500.00,10328.00,33737.60,9.348,33953.68,4181.94,12.317,29771.74
AG,Rupperswil,4206,Maienweg 5,5102,132.93,52900.00,10447.00,33962.40,9.675,33703.47,3782.11,11.222,29921.37
AG,Rupperswil,4206,Maienweg 6,5102,160.64,53600.00,10645.00,34364.00,9.775,34906.25,3237.99,9.276,31668.26
AG,Rupperswil,4206,Maienweg 15,5102,23.44,30300.00,4051.00,20999.20,16.643,10577.43,2419.96,22.88,8157.48
AG,Rupperswil,4206,Maienweg 7,5102,136.36,44800.00,8161.00,29311.20,11.940,23038.58,3115.85,13.524,19922.73
AG,Rupperswil,4206,Maienweg 11,5102,122.08,92000.00,17979.00,59216.80,10.179,60105.96,4293.63,7.143,55812.33
AG,Rupperswil,4206,Hirtenweg 11,5102,279.60,53400.00,10588.00,34249.60,9.820,31761.38,4631.57,14.582,27129.81
AG,Rupperswil,4206,Maienweg 13,5102,145.36,62000.00,12294.00,39764.80,11.038,37661.88,2576.85,6.842,35085.02
AG,Dintikon,4194,Roggensteinweg 2,5606,152.07,22000.00,2504.00,15596.80,16.041,7946.55,1930.79,24.30,6015.76
AG,Dintikon,4194,Roggensteinweg 4,5606,83.06,22000.00,2504.00,15596.80,16.027,7951.57,1933.04,24.31,6018.53
AG,Dintikon,4194,Roggensteinweg 6,5606,92.76,18400.00,1917.00,13186.40,19.939,5923.33,1148.71,19.393,4774.62
AG,Dintikon,4194,Roggensteinweg 1,5606,118.61,14800.00,1326.00,10779.20,22.14,4215.50,951.99,22.58,3263.51
AG,Dintikon,4194,Roggensteinweg 5,5606,225.30,17000.00,1690.00,12248.00,19.762,5444.44,1122.19,20.61,4322.24
AG,Dintikon,4194,Roggensteinweg 3,5606,125.85,14700.00,1318.00,10705.60,21.93,4226.06,951.40,22.51,3274.66
AG,Dintikon,4194,Bahnhofstrasse 10,5606,130.60,27900.00,3473.00,19541.60,14.565,11042.02,2559.25,23.18,8482.76
AG,Dintikon,4194,Roggensteinweg 8,5606,109.85,15800.00,1490.00,11448.00,22.02,4607.04,964.66,20.94,3642.38
AG,Dintikon,4194,Roggensteinweg 7,5606,86.40,17000.00,1689.00,12248.80,19.746,5452.92,1120.99,20.56,4331.93
AG,Dintikon,4194,Gartenweg 16,5606,196.68,42600.00,7546.00,28043.20,10.637,23868.79,3630.19,15.209,20238.60
AG,Lenzburg,4201,Bollbergstrasse 19,5600,120.77,16900.00,1671.00,12183.20,19.755,5390.32,1128.85,20.94,4261.48
AG,Lenzburg,4201,Im Boll 21,5600,110.02,18500.00,1929.00,13256.80,20.02,5902.66,1166.28,19.759,4736.37
AG,Lenzburg,4201,Bollbergstrasse 35,5600,171.80,17000.00,1692.00,12246.40,19.976,5375.63,1119.01,20.82,4256.62
AG,Lenzburg,4201,Bollbergstrasse 16e,5600,103.64,38900.00,6497.00,25922.40,11.637,20704.73,2878.26,13.901,17826.47
AG,Lenzburg,4201,Riedmattenweg 2,5600,136.34,18900.00,1999.00,13520.80,24.41,5015.24,1029.29,20.52,3985.95
AG,Lenzburg,4201,Bollbergstrasse 16d,5600,149.97,48500.00,9205.00,31436.00,10.290,29684.64,3182.54,10.721,26502.10
AG,Lenzburg,4201,Niederlenzerstrasse 68,5600,106.29,17800.00,1823.00,12781.60,21.00,5308.24,1150.07,21.67,4158.17
AG,Lenzburg,4201,Bollbergstrasse 26,5600,170.83,18400.00,1917.00,13186.40,20.00,5865.37,1165.12,19.864,4700.24
AG,Lenzburg,4201,Im Boll 25,5600,100.07,18400.00,1917.00,13186.40,20.00,5865.19,1165.24,19.867,4699.96
AG,Lenzburg,4201,Bollbergstrasse 30,5600,175.08,45900.00,8478.00,29937.60,12.340,25757.19,1652.78,6.417,24104.41
AG,Fahrwangen,4196,Kreuzweg 1,5615,84.95,28700.00,3602.00,20078.40,14.774,11146.80,2621.59,23.52,8525.21
AG,Fahrwangen,4196,Ahornweg 7,5615,297.54,55000.00,10962.00,35230.40,12.148,26586.73,4051.26,15.238,22535.48
AG,Fahrwangen,4196,Lindengasse 4,5615,138.06,40500.00,6945.00,26844.00,10.991,21581.93,3649.27,16.909,17932.66
AG,Fahrwangen,4196,Birkenweg 9,5615,115.16,49700.00,9547.00,32122.40,10.211,28360.26,4360.29,15.375,23999.97
AG,Fahrwangen,4196,Blumenweg 1,5615,166.78,46300.00,8572.00,30182.40,10.091,28157.82,3531.92,12.543,24625.90
AG,Fahrwangen,4196,Blumenweg 2,5615,217.08,53000.00,10469.00,34024.80,10.271,29914.02,4586.58,15.333,25327.44
AG,Fahrwangen,4196,Lindengasse 5,5615,123.84,47300.00,8874.00,30740.80,10.460,27578.04,3561.26,12.913,24016.78
AG,Fahrwangen,4196,Ahornweg 2,5615,209.76,37000.00,5952.00,24838.40,12.016,18498.79,3047.93,16.476,15450.86
AG,Fahrwangen,4196,Ahornweg 11,5615,296.91,55700.00,11106.00,35675.20,11.661,26757.83,4850.28,18.127,21907.56
AG,Fahrwangen,4196,Birkenweg 11,5615,123.43,27400.00,3396.00,19203.20,14.116,11176.47,2578.88,23.07,8597.59
AG,Schafisheim,4207,Gartenweg 3,5503,82.04,105800.00,20592.00,68166.40,11.216,63040.77,4627.45,7.340,58413.33
AG,Schafisheim,4207,Gartenweg 13,5503,607.88,25000.00,2994.00,17604.80,18.820,7672.18,1947.11,25.38,5725.07
AG,Schafisheim,4207,Nordweg 10,5503,455.45,156000.00,30108.00,100713.60,12.086,93275.25,3261.52,3.497,90013.73
AG,Schafisheim,4207,Nordweg 15a,5503,163.30,28200.00,3526.00,19739.20,15.248,11001.62,2330.96,21.19,8670.65
AG,Schafisheim,4207,Zopfweg 6,5503,107.24,57500.00,11433.00,36853.60,10.121,37623.29,2682.31,7.129,34940.98
AG,Hendschiken,4198,Industriestrasse 13,5604,2108.25,18400.00,1917.00,13186.40,19.750,5924.66,1181.33,19.939,4743.33
AG,Schafisheim,4207,Nordweg 13,5503,455.45,31100.00,4283.00,21453.60,14.394,13374.84,2298.48,17.185,11076.36
AG,Schafisheim,4207,Schulstrasse 30,5503,365.15,29800.00,3918.00,20705.60,15.930,10708.94,2547.64,23.79,8161.30
AG,Schafisheim,4207,Hüttmattstrasse 22a,5503,94.54,21600.00,2447.00,15322.40,18.842,7974.69,1045.12,13.105,6929.57
AG,Schafisheim,4207,Hüttmattstrasse 14,5503,76.33,46400.00,8626.00,30219.20,11.473,27053.45,2149.49,7.945,24903.96
AG,Othmarsingen,4205,Bändliweg 1a,5504,114.23,32800.00,4774.00,22420.80,13.735,14789.28,2415.42,16.332,12373.86
AG,Othmarsingen,4205,Bändliweg 7,5504,76.86,18200.00,1879.00,13056.80,20.91,5547.15,1129.58,20.36,4417.56
AG,Othmarsingen,4205,Berghölzli 4,5504,63.90,24300.00,2889.00,17128.80,19.307,7474.38,1764.98,23.61,5709.40
AG,Schafisheim,4207,Gartenweg 11,5503,607.88,182500.00,37500.00,116000.00,11.959,111662.10,2294.07,2.054,109368.02
AG,Othmarsingen,4205,Bändliweg 1c,5504,29.33,31700.00,4447.00,21802.40,13.961,13774.41,2503.54,18.175,11270.87
AG,Othmarsingen,4205,Dottikerstrasse 1,5504,126.32,15800.00,1490.00,11448.00,22.06,4614.37,955.11,20.70,3659.26
AG,Othmarsingen,4205,Bändliweg 15,5504,100.10,23300.00,2727.00,16458.40,16.797,8050.80,1954.74,24.28,6096.06
AG,Othmarsingen,4205,Bändliweg 9,5504,35.90,15300.00,1401.00,11119.20,22.74,4254.58,956.56,22.48,3298.03
AG,Othmarsingen,4205,Mägenwilerstrasse 6,5504,78.62,15400.00,1419.00,11184.80,22.90,4262.39,952.97,22.36,3309.42
AG,Othmarsingen,4205,Mägenwilerstrasse 4a,5504,112.40,36500.00,5806.00,24555.20,13.744,17440.77,2043.97,11.719,15396.80
AG,Othmarsingen,4205,Bändliweg 11,5504,76.27,28900.00,3671.00,20183.20,18.173,11141.97,1287.59,11.556,9854.38
AG,Seon,4209,Vorderbergstrasse 7,5703,240.19,127200.00,24651.00,82039.20,13.877,66362.37,2671.88,4.026,63690.49
AG,Seon,4209,Holdernweg 2,5703,99.52,42600.00,7531.00,28055.20,10.829,22874.17,3873.15,16.932,19001.02
AG,Seon,4209,Vorderbergstrasse 10,5703,103.84,17400.00,1754.00,12516.80,20.56,5337.05,1126.19,21.10,4210.86
AG,Seon,4209,Retterswilerstrasse 21e,5703,28.13,25600.00,3097.00,18002.40,15.166,9782.72,2280.63,23.31,7502.09
AG,Seon,4209,Retterswilerstrasse 4,5703,185.41,110300.00,21444.00,71084.80,9.690,65231.23,10454.43,16.027,54776.80
AG,Seon,4209,Retterswilerstrasse 21d,5703,28.13,26100.00,3171.00,18343.20,16.852,8875.32,2209.50,24.89,6665.81
AG,Seon,4209,Holdernweg 1a,5703,155.36,18100.00,1860.00,12992.00,22.48,5206.98,1042.43,20.02,4164.55
AG,Seon,4209,Retterswilerstrasse 25c,5703,0.00000,11100.00,725.00,8300.00,21.37,2217.15,1303.92,58.81,913.23
AG,Seon,4209,Stoltenweg 9b,5703,162.10,33400.00,4931.00,22775.20,13.674,15471.75,2272.35,14.687,13199.40
AG,Zeihen,4183,Röti 3,5079,238.55,50500.00,9767.00,32586.40,10.211,29295.88,4169.17,14.231,25126.71
AG,Zeihen,4183,Röti 2,5079,334.69,30600.00,4130.00,21176.00,21.71,9921.65,1203.55,12.131,8718.10
AG,Zeihen,4183,Oberzeiherstrasse 29,5079,344.19,24100.00,2856.00,16995.20,23.69,7217.94,967.75,13.407,6250.19
AG,Zeihen,4183,Röti 9,5079,84.89,29100.00,3730.00,20296.00,16.318,10699.77,2231.06,20.85,8468.71
AG,Zeihen,4183,Oberzeiherstrasse 27a,5079,351.20,32800.00,4777.00,22418.40,18.652,12349.60,1290.93,10.453,11058.67
AG,Zeihen,4183,Oberzeiherstrasse 28,5079,138.49,27700.00,3447.00,19402.40,14.784,10695.56,2566.37,23.99,8129.19
AG,Zeihen,4183,Röti 6,5079,139.10,48900.00,9317.00,31666.40,12.074,23551.12,3883.67,16.490,19667.44
AG,Zeihen,4183,Röti 5,5079,238.55,53500.00,10627.00,34298.40,10.346,30217.14,4463.59,14.772,25753.56
AG,Zeihen,4183,Röti 7,5079,92.33,17400.00,1758.00,12513.60,22.13,5027.92,1044.34,20.77,3983.58
AG,Zeihen,4183,Oberzeiherstrasse 27b,5079,351.20,26300.00,3218.00,18465.60,22.20,8215.85,1152.29,14.025,7063.56
AG,Niederlenz,4204,Winkelweg 16,5702,232.45,18900.00,1999.00,13520.80,24.21,5073.57,1024.92,20.20,4048.65
