canton,municipality,bfs_code,address,plz,egid
VD,Chavannes-de-Bogis,5707,Chemin du Hamo 24,1279,190086463
VD,Chavannes-de-Bogis,5707,Chemin du Hamo 12,1279,806710
VD,Chavannes-de-Bogis,5707,Chemin du Hamo 10,1279,806712
VD,Chavannes-de-Bogis,5707,Chemin des Cerisiers 2b,1279,280075442
VD,Chavannes-de-Bogis,5707,Chemin du Hamo 23,1279,190086461
VD,Crassier,5714,Chemin de la Bobinette 22,1263,190039702
VD,Crassier,5714,Chemin de la Bobinette 20,1263,190039701
VD,Crassier,5714,Chemin du Lévrioux 1g,1263,280120962
VD,Crassier,5714,Route de La Rippe 7,1263,809108
VD,Crassier,5714,Chemin de Marly 4,1263,809111
VD,Crassier,5714,Rue de la Tour 7,1263,3103261
VD,Crassier,5714,Rue de la Tour 9,1263,809020
VD,Crassier,5714,Chemin de la Bobinette 16,1263,190039685
VD,Crassier,5714,Route de Genève 17,1263,809035
VD,Crassier,5714,Chemin du Lévrioux 2,1263,809043
VD,Bassins,5703,Rue du Battoir 16,1269,805810
VD,Bassins,5703,Rue du Battoir 41,1269,190062873
VD,Bassins,5703,Rue du Battoir 10,1269,805806
VD,Bassins,5703,Rue du Battoir 43,1269,190062874
VD,Bassins,5703,Rue du Battoir 45,1269,190062875
VD,Bassins,5703,Rue du Battoir 11,1269,805805
VD,Bassins,5703,Rue du Battoir 15,1269,280102437
VD,Bassins,5703,Rue du Battoir 4,1269,805803
VD,Bassins,5703,Rue du Battoir 35,1269,805817
VD,Bassins,5703,Rue du Battoir 39,1269,190062755
VD,Trélex,5730,Route de Genolier 21,1270,280087101
VD,Trélex,5730,Route de Genolier 16,1270,815707
VD,Trélex,5730,Le Chat qui Fume 6,1270,815716
VD,Trélex,5730,Route de Duillier 8,1270,815703
VD,Trélex,5730,Le Chat qui Fume 4,1270,815714
VD,Trélex,5730,Route de Coinsins 1a,1270,190033094
VD,Trélex,5730,Route de Genolier 12,1270,815723
VD,Trélex,5730,Route de Coinsins 1k,1270,190033100
VD,Trélex,5730,Route de Genolier 14a,1270,190086091
VD,Trélex,5730,Route de Genolier 14,1270,815706
VD,Tartegnin,5862,Chemin de la Bossenaz 1,1180,280096686
VD,Tartegnin,5862,Rue des Courtis 14,1180,829912
VD,Tartegnin,5862,Rue des Pressoirs 28,1180,829938
VD,Tartegnin,5862,Rue des Pressoirs 32,1180,829940
VD,Tartegnin,5862,Route du Vignoble 1,1180,829904
VD,Tartegnin,5862,Rue des Pressoirs 38,1180,829936
VD,Tartegnin,5862,Rue du Terroir 28,1180,829908
VD,Tartegnin,5862,Rue du Terroir 32,1180,280066255
VD,Tartegnin,5862,Rue du Terroir 34,1180,829905
VD,Tartegnin,5862,Rue des Pressoirs 40,1180,829941
VD,Vich,5732,Route de l'Etraz 15,1267,816163
VD,Vich,5732,Route de l'Etraz 13,1267,816162
VD,Vich,5732,Chemin de la Bassire 41,1267,816149
VD,Vich,5732,Rue de la Dude 8,1267,816197
VD,Vich,5732,Rue de la Dude 10,1267,816198
VD,Vich,5732,Rue de la Dude 6,1267,816196
VD,Vich,5732,Rue de la Dude 14,1267,816200
VD,Vich,5732,Rue de la Dude 12,1267,816199
VD,Vich,5732,Chemin Bonmont 9,1267,280062043
VD,Vich,5732,Route de Gland 13,1267,816224
VD,La Rippe,5726,Route des Bois 4,1278,280067360
VD,La Rippe,5726,Chemin de la Châtaigneraie 8,1278,814227
VD,La Rippe,5726,Chemin du Châtaignier 7,1278,814224
VD,La Rippe,5726,Chemin de la Châtaigneraie 13,1278,280122073
VD,La Rippe,5726,Chemin de la Cleison 8,1278,814229
VD,La Rippe,5726,Chemin de la Cleison 10,1278,101098856
VD,La Rippe,5726,Chemin du Châtaignier 5,1278,814222
VD,La Rippe,5726,Chemin du Châtaignier 9,1278,3103340
VD,La Rippe,5726,Rue des 4 Fontaines 39a,1278,280057954
VD,La Rippe,5726,Chemin de Recrédoz 7,1278,280080005
VD,Vinzel,5863,Chemin des Oliviers 3,1184,3164150
VD,Vinzel,5863,Chemin de Baffa 7,1184,3164154
VD,Vinzel,5863,Chemin des Vergers 2,1184,3164155
VD,Vinzel,5863,Chemin des Vergers 9,1184,280096693
VD,Vinzel,5863,Chemin des Vergers 5,1184,3164145
VD,Vinzel,5863,Chemin des Vergers 6,1184,3164157
VD,Vinzel,5863,Chemin des Vergers 1,1184,3164143
VD,Vinzel,5863,Chemin des Vergers 3,1184,3164144
VD,Vinzel,5863,Chemin des Vergers 8,1184,3164158
VD,Vinzel,5863,Chemin de Baffa 6,1184,829968
VD,Chavannes-des-Bois,5708,Route de Sauverny 265,1290,806961
VD,Chavannes-des-Bois,5708,Route de Sauverny 263,1290,806960
VD,Chavannes-des-Bois,5708,Route de la Bourdonnière 12,1290,806861
VD,Chavannes-des-Bois,5708,Route de la Bourdonnière 10,1290,3102992
VD,Chavannes-des-Bois,5708,Chemin de la Bourdonnière 11,1290,806865
VD,Chavannes-des-Bois,5708,Chemin de la Bourdonnière 13,1290,806864
VD,Chavannes-des-Bois,5708,Chemin de la Bourdonnière 11a,1290,280059502
VD,Chavannes-des-Bois,5708,Chemin de la Bourdonnière 9,1290,806866
VD,Chavannes-des-Bois,5708,Chemin des Echarpes 14,1290,806926
VD,Chavannes-des-Bois,5708,Chemin des Echarpes 4,1290,806931
VD,Arzier-Le Muids,5702,La Chèvrerie de Givrins 4,1273,805592
VD,Arzier-Le Muids,5702,La Chèvrerie de Givrins 12,1273,805594
VD,Arzier-Le Muids,5702,La Chèvrerie de Genolier 24,1273,805600
VD,Arzier-Le Muids,5702,La Chèvrerie de Givrins 11,1273,805595
VD,Arzier-Le Muids,5702,La Chèvrerie de Genolier 20,1273,805598
VD,Arzier-Le Muids,5702,La Chèvrerie de Genolier 26,1273,805601
VD,Arzier-Le Muids,5702,La Chèvrerie de Genolier 12,1273,805597
VD,Arzier-Le Muids,5702,La Chèvrerie de Givrins 10,1273,805593
VD,Arzier-Le Muids,5702,La Chèvrerie de Genolier 22,1273,805599
VD,Arzier-Le Muids,5702,La Chèvrerie de Genolier 7,1273,280056860
VD,Renens (VD),5591,Rue du Léman 3,1020,787833
VD,Renens (VD),5591,Rue du Lac 15,1020,787849
VD,Renens (VD),5591,Rue du Lac 13,1020,787848
VD,Renens (VD),5591,Rue du Lac 9,1020,787846
VD,Renens (VD),5591,Rue du Lac 7,1020,787845
VD,Renens (VD),5591,Rue du Léman 13b,1020,787839
VD,Renens (VD),5591,Rue du Léman 13,1020,787838
VD,Renens (VD),5591,Chemin des Clos 27,1020,787649
VD,Renens (VD),5591,Chemin des Clos 12,1020,787644
VD,Renens (VD),5591,Chemin des Clos 37,1020,787654
VD,Prilly,5589,Chemin des Passiaux 35,1008,784107
VD,Prilly,5589,Chemin des Passiaux 9,1008,784102
VD,Prilly,5589,Chemin des Passiaux 21,1008,784105
VD,Prilly,5589,Route de la Fleur-de-Lys 50,1008,784580
VD,Prilly,5589,Sentier de la Fleur-de-Lys 5,1008,784577
VD,Prilly,5589,Chemin des Passiaux 5,1008,784100
VD,Prilly,5589,Chemin du Chalet-Mignon 1,1008,784091
VD,Prilly,5589,Avenue des Huttins 4,1008,784406
VD,Prilly,5589,Route de Cossonay 16,1008,784066
VD,Prilly,5589,Avenue des Huttins 2,1008,784404
VD,Ecublens (VD),5635,Chemin de la Plantaz 25,1024,796441
VD,Ecublens (VD),5635,Chemin des Clos 9,1024,280052689
VD,Ecublens (VD),5635,Chemin de la Dent d'Oche 3,1024,796428
VD,Ecublens (VD),5635,Chemin de la Plantaz 27,1024,796440
VD,Ecublens (VD),5635,Chemin de Floréal 1,1024,796459
VD,Ecublens (VD),5635,Chemin de l'Ormet 39h,1024,280136238
VD,Ecublens (VD),5635,Chemin des Alouettes 3,1024,796387
VD,Ecublens (VD),5635,Chemin de Plaisance 6,1024,796386
VD,Ecublens (VD),5635,Chemin des Pinsons 2b,1024,11526853
VD,Ecublens (VD),5635,Chemin de la Dent d'Oche 6,1024,796429
VD,Essertines-sur-Rolle,5856,Route de Rolle 12,1186,828371
VD,Essertines-sur-Rolle,5856,Route de Rolle 18,1186,828374
VD,Essertines-sur-Rolle,5856,Route de Rolle 16,1186,828373
VD,Essertines-sur-Rolle,5856,Route du Stand 32,1186,828400
VD,Essertines-sur-Rolle,5856,Chemin des Vignes de Famolens 1,1180,828445
VD,Essertines-sur-Rolle,5856,Chemin de Chatagneréaz 5,1180,828444
VD,Essertines-sur-Rolle,5856,Chemin du Croset 14,1180,190091225
VD,Essertines-sur-Rolle,5856,Chemin du Croset 12,1180,280078350
VD,Essertines-sur-Rolle,5856,Rue de Bugnaux 5,1180,828417
VD,Essertines-sur-Rolle,5856,Rue de Bugnaux 12,1180,828423
VD,Saint-Sulpice (VD),5648,Route Cantonale 110b,1025,800759
VD,Saint-Sulpice (VD),5648,Rue du Centre 132,1025,800775
VD,Saint-Sulpice (VD),5648,Chemin des Chantres 1,1025,800920
VD,Saint-Sulpice (VD),5648,Rue du Centre 77,1025,800916
VD,Saint-Sulpice (VD),5648,Chemin des Chantres 6c,1025,280096501
VD,Saint-Sulpice (VD),5648,Rue du Centre 65,1025,800908
VD,Saint-Sulpice (VD),5648,Chemin des Chantres 11,1025,800925
VD,Saint-Sulpice (VD),5648,Chemin des Chantres 38,1025,800792
VD,Saint-Sulpice (VD),5648,Chemin des Chantres 42,1025,800794
VD,Saint-Sulpice (VD),5648,Rue du Centre 65a,1025,800909
VD,Crans (VD),5713,Chemin de la Dôle 3,1299,808833
VD,Crans (VD),5713,Chemin des Hauts 4,1299,808842
VD,Crans (VD),5713,Chemin des Hauts 3,1299,808841
VD,Crans (VD),5713,Chemin des Grands Champs 3,1299,808853
VD,Crans (VD),5713,Chemin des Hauts 1b,1299,808843
VD,Crans (VD),5713,Chemin de Bel-Air 11b,1299,808854
VD,Crans (VD),5713,Chemin des Hauts 1a,1299,808844
VD,Crans (VD),5713,Chemin de la Dôle 5,1299,808834
VD,Crans (VD),5713,Chemin des Grands Champs 7,1299,808851
VD,Crans (VD),5713,Chemin de Bel-Air 11,1299,808796
VD,Chavannes-près-Renens,5627,Rue de la Mouline 3,1022,795044
VD,Chavannes-près-Renens,5627,Rue de la Mouline 1,1022,795042
VD,Chavannes-près-Renens,5627,Chemin du Talluchet 9,1022,794880
VD,Chavannes-près-Renens,5627,Chemin du Talluchet 5,1022,794878
VD,Chavannes-près-Renens,5627,Rue de l'Ecole de Céramique 7,1022,794934
VD,Chavannes-près-Renens,5627,Rue de l'Ecole de Céramique 10,1022,794936
VD,Chavannes-près-Renens,5627,Avenue de la Gare 31bis,1022,794988
VD,Chavannes-près-Renens,5627,Avenue de la Gare 50,1022,794981
VD,Chavannes-près-Renens,5627,Avenue de la Gare 52,1022,794992
VD,Chavannes-près-Renens,5627,Avenue de la Gare 52b,1022,794993
VD,Montreux,5886,Route de Plan-de-Châtel 22,1833,837604
VD,Montreux,5886,Route de Plan-de-Châtel 11,1833,837603
VD,Montreux,5886,Route de Plan-de-Châtel 19,1833,837610
VD,Montreux,5886,Route de Plan-de-Châtel 12,1833,837595
VD,Montreux,5886,Route de Plan-de-Châtel 24,1833,837592
VD,Montreux,5886,Route de Plan-de-Châtel 2,1833,837605
VD,Montreux,5886,Route de Plan-de-Châtel 13,1833,837607
VD,Montreux,5886,Route de Plan-de-Châtel 21,1833,837599
VD,Montreux,5886,Route de Plan-de-Châtel 10,1833,837597
VD,Montreux,5886,Route de Plan-de-Châtel 27,1833,837598
VD,Crissier,5583,Rue des Alpes 11,1023,780696
VD,Crissier,5583,Chemin du Vallon 7,1023,780691
VD,Crissier,5583,Route de la Carrière 9,1023,781170
VD,Crissier,5583,Route de la Carrière 11,1023,781171
VD,Crissier,5583,Rue du Centre 19,1023,780835
VD,Crissier,5583,Chemin du Bré 3,1023,780745
VD,Crissier,5583,Chemin du Bré 3a,1023,780764
VD,Crissier,5583,Rue du Centre 27,1023,780767
VD,Crissier,5583,Chemin de Curtenaux 17a,1023,190035468
VD,Crissier,5583,Chemin de Curtenaux 6a,1023,190035887
VD,Tannay,5729,Chemin des Moulins 37,1295,815190
VD,Tannay,5729,Chemin des Pas-Perdus 6,1295,280075138
VD,Tannay,5729,Chemin des Frênes 21,1295,815206
VD,Tannay,5729,Chemin des Frênes 19,1295,815218
VD,Tannay,5729,Route Suisse 76,1295,3181292
VD,Tannay,5729,Route Suisse 80,1295,815497
VD,Tannay,5729,Route de Malcroissant 8,1295,815512
VD,Tannay,5729,Route Suisse 82,1295,815501
VD,Tannay,5729,Route de Malcroissant 10bis,1295,815470
VD,Tannay,5729,Route de Malcroissant 12,1295,815473
VD,Rossinière,5842,Route de La Tine 2,1658,827199
VD,Rossinière,5842,Route de Ratevel 39,1658,190007646
VD,Rossinière,5842,Chemin du Rentin 5,1658,3164129
VD,Rossinière,5842,Route de La Tine 4,1658,827198
VD,Rossinière,5842,Route du Vieux-Pont 4,1658,827204
VD,Rossinière,5842,Route du Village Derrière 9,1658,827194
VD,Rossinière,5842,Route de La Tine 1,1658,827206
VD,Rossinière,5842,Route du Vieux-Pont 10,1658,827208
VD,Rossinière,5842,Route du Vieux-Pont 12,1658,827209
VD,Rossinière,5842,Route du Vieux-Pont 1,1658,827201
VD,Corseaux,5883,Route de Châtel-St-Denis 14,1802,833884
VD,Corseaux,5883,Chemin d'Entre-deux-Villes 9,1802,280083087
VD,Corseaux,5883,Chemin du Bochet 13,1802,833871
VD,Corseaux,5883,Chemin du Bochet 3,1802,833873
VD,Corseaux,5883,Chemin du Marguery 6d,1802,833908
VD,Corseaux,5883,Chemin d'Entre-deux-Villes 4,1802,833861
VD,Corseaux,5883,Chemin du Marguery 6c,1802,280096592
VD,Corseaux,5883,Chemin du Bochet 5,1802,833866
VD,Corseaux,5883,Chemin d'Entre-deux-Villes 5,1802,833862
VD,Corseaux,5883,Chemin du Bochet 1,1802,833865
VD,La Tour-de-Peilz,5889,Chemin de Béranges 230,1814,839616
VD,La Tour-de-Peilz,5889,Route de Chailly 255,1814,839600
VD,La Tour-de-Peilz,5889,Chemin de Béranges 266,1814,280060367
VD,La Tour-de-Peilz,5889,Route de Chailly 229b,1814,280077047
VD,La Tour-de-Peilz,5889,Route de Chailly 233a,1814,280060375
VD,La Tour-de-Peilz,5889,Route de Chailly 225,1814,280060371
VD,La Tour-de-Peilz,5889,Route de Chailly 231,1814,280060368
VD,La Tour-de-Peilz,5889,Chemin de Béranges 269,1814,839595
VD,La Tour-de-Peilz,5889,Chemin de Béranges 262,1814,280060365
VD,La Tour-de-Peilz,5889,Chemin de Béranges 265,1814,839593
VD,Bussigny,5624,Rue Saint-Germain 44,1030,794459
VD,Bussigny,5624,Rue Saint-Germain 43,1030,794462
VD,Bussigny,5624,Chemin de Fallien 1,1030,794458
VD,Bussigny,5624,Chemin de Roséaz 19b,1030,3102501
VD,Bussigny,5624,Chemin de Cudrex 5,1030,794588
VD,Bussigny,5624,Chemin de Riant-Mont 7,1030,794536
VD,Bussigny,5624,Rue de l'Industrie 47,1030,794596
VD,Bussigny,5624,Chemin de Riant-Mont 5,1030,794534
VD,Bussigny,5624,Chemin des Bâches 6,1030,794628
VD,Bussigny,5624,Chemin du Bosquet 36,1030,794616
VD,Jongny,5885,Chemin des Places 5,1805,834907
VD,Jongny,5885,Route du Mont 3,1805,280060319
VD,Jongny,5885,Chemin de la Côte Rouge 13,1805,834984
VD,Jongny,5885,Chemin de la Côte Rouge 9,1805,834982
VD,Jongny,5885,Chemin de la Côte Rouge 1,1805,834978
VD,Jongny,5885,Chemin des Crosettes 47,1805,834990
VD,Jongny,5885,Chemin des Crosettes 49,1805,834989
VD,Jongny,5885,Chemin des Crosettes 55,1805,834986
VD,Jongny,5885,Chemin de la Perrette 20,1805,834897
VD,Jongny,5885,Chemin de la Côte Rouge 5,1805,834980
VD,Vevey,5890,Route du Stand 1,1800,841284
VD,Vevey,5890,Route de la Crottaz 1b,1800,280059724
VD,Vevey,5890,Avenue du Major-Davel 5,1800,841084
VD,Vevey,5890,Boulevard Saint-Martin 32,1800,841150
VD,Vevey,5890,Avenue du Major-Davel 9,1800,841088
VD,Vevey,5890,Boulevard Saint-Martin 23,1800,841136
VD,Vevey,5890,Avenue Louis-Levade 2,1800,841144
VD,Vevey,5890,Boulevard Louis-Dapples 1,1800,841153
VD,Vevey,5890,Boulevard Saint-Martin 31,1800,841139
VD,Vevey,5890,Boulevard Saint-Martin 30,1800,841149
VD,Château-d'Oex,5841,Route de la Frasse 20,1660,826214
VD,Château-d'Oex,5841,Route de la Frasse 6,1660,826217
VD,Château-d'Oex,5841,Route de la Frasse 67,1660,280075059
VD,Château-d'Oex,5841,Route de la Frasse 63a,1660,826189
VD,Château-d'Oex,5841,Route de la Frasse 9,1660,826203
VD,Château-d'Oex,5841,Route de la Frasse 37,1660,826201
VD,Château-d'Oex,5841,Route des Chenolettes 25,1660,826216
VD,Château-d'Oex,5841,Route de la Frasse 14,1660,826210
VD,Château-d'Oex,5841,Route du Fragnolet 30,1660,826234
VD,Château-d'Oex,5841,Route de la Frasse 38,1660,826218
VD,Chardonne,5882,Chemin de la Boitaz 3,1801,833658
VD,Chardonne,5882,Chemin de la Boitaz 4,1801,833657
VD,Chardonne,5882,Chemin de Mivy 60,1801,280068018
VD,Chardonne,5882,Chemin de Mivy 57,1801,833681
VD,Chardonne,5882,Chemin de Mivy 56,1801,833566
VD,Chardonne,5882,Chemin de Crau-Mayor 5,1801,280009623
VD,Chardonne,5882,Chemin des Curnilles 17,1803,833705
VD,Chardonne,5882,Chemin des Curnilles 19,1803,833706
VD,Chardonne,5882,Chemin de la Plantaz 10,1803,280017303
VD,Chardonne,5882,Chemin de la Plantaz 8,1803,833717
VD,Corsier-sur-Vevey,5884,Chemin du Barlataz 2,1804,834443
VD,Corsier-sur-Vevey,5884,Route de Nant 10b,1804,280100671
VD,Corsier-sur-Vevey,5884,Chemin de Champ de Ban 1,1804,834438
VD,Corsier-sur-Vevey,5884,Chemin de Champ de Ban 5,1804,834437
VD,Corsier-sur-Vevey,5884,Chemin de Champ de Ban 3,1804,834436
VD,Corsier-sur-Vevey,5884,Route de Nant 10a,1804,280100670
VD,Corsier-sur-Vevey,5884,Les Chaux 1,1808,280019321
VD,Corsier-sur-Vevey,5884,La Banderette Dessous 7,1808,3036759
VD,Corsier-sur-Vevey,5884,La Banderette Dessous 12,1808,834663
VD,Corsier-sur-Vevey,5884,La Banderette Dessus 3,1808,834661
VD,Blonay - Saint-Légier,5892,Route du Montéliza 47,1806,838713
VD,Blonay - Saint-Légier,5892,Route du Montéliza 66,1806,838742
VD,Blonay - Saint-Légier,5892,Chemin de Milavy 32,1806,280075478
VD,Blonay - Saint-Légier,5892,Route du Montéliza 49,1806,838714
VD,Blonay - Saint-Légier,5892,Chemin de Milavy 30,1806,400001605
VD,Blonay - Saint-Légier,5892,Chemin de la Bergerie 30,1806,101108331
VD,Blonay - Saint-Légier,5892,Route du Montéliza 74,1806,838745
VD,Blonay - Saint-Légier,5892,Chemin de la Bergerie 49,1806,190063456
VD,Blonay - Saint-Légier,5892,Route du Montéliza 76,1806,838746
VD,Blonay - Saint-Légier,5892,Chemin de la Duchesne 23,1806,838575
VD,Villars-Sainte-Croix,5651,Route de Sullens 4,1029,801684
VD,Villars-Sainte-Croix,5651,Mont de Faux 1,1029,801571
VD,Villars-Sainte-Croix,5651,Route de Sullens 8,1029,9020770
VD,Villars-Sainte-Croix,5651,La Fornache 20,1029,801697
VD,Villars-Sainte-Croix,5651,La Fornache 18,1029,801696
VD,Villars-Sainte-Croix,5651,En Vigny 5,1029,801648
VD,Villars-Sainte-Croix,5651,Vue-des-Alpes 4,1029,801651
VD,Villars-Sainte-Croix,5651,En Vigny 7,1029,280094152
VD,Villars-Sainte-Croix,5651,En Vigny 3,1029,280094148
VD,Villars-Sainte-Croix,5651,Vue-des-Alpes 6,1029,801647
VS,Troistorrents,6156,Chemin de Sépaz 100,1875,929560
VS,Troistorrents,6156,Route de Bas-Vièze 103,1875,928838
VS,Troistorrents,6156,Chemin d'Es-Cadraux 1a,1875,928855
VS,Troistorrents,6156,Chemin de Fenebet 5,1875,928861
VS,Troistorrents,6156,Chemin d'Arche 3,1875,929065
VS,Troistorrents,6156,Chemin de Fenebet 10,1875,928853
VS,Troistorrents,6156,Chemin de Fenebet 7,1875,928852
VS,Troistorrents,6156,Chemin d'Arche 1,1875,929069
VS,Troistorrents,6156,Route de Bas-Vièze 93,1875,928856
VS,Troistorrents,6156,Route de Bas-Vièze 107,1875,928837
VS,Val-d'Illiez,6157,Chemin de Sepaya 3,1873,3040853
VS,Val-d'Illiez,6157,Chemin de Sepaya 5,1873,3040852
VS,Val-d'Illiez,6157,Chemin de Sepaya 1,1873,3040854
VS,Val-d'Illiez,6157,Route de Délifrête 4,1873,3040848
VS,Val-d'Illiez,6157,Route de Délifrête 6,1873,3040851
VS,Val-d'Illiez,6157,Route des Combes 23,1873,929644
VS,Val-d'Illiez,6157,Route de Lortesat 2,1873,929632
VS,Val-d'Illiez,6157,Route des Combes 25,1873,929643
VS,Val-d'Illiez,6157,Route de Lortesat 4,1873,929633
VS,Val-d'Illiez,6157,Chemin des Lys 16,1873,190068996
VD,Chéserex,5709,Chemin du Courtillet 47,1275,807170
VD,Chéserex,5709,Route de Crassier 39,1275,807158
VD,Chéserex,5709,Route de Bonmont 13,1275,190002020
VD,Chéserex,5709,Route de Crassier 35,1275,3181114
VD,Chéserex,5709,Route de Crassier 84,1275,807037
VD,Chéserex,5709,Route de Crassier 96,1275,807026
VD,Chéserex,5709,Route de Bonmont 15,1275,807047
VD,Chéserex,5709,Route de Crassier 106,1275,807030
VD,Chéserex,5709,Route de Crassier 74,1275,807043
VD,Chéserex,5709,Chemin de la Pegnulaz 1,1275,807048
VS,Champéry,6151,Chemin des Journelles 17,1874,923417
VS,Champéry,6151,Route de Planachaux 53,1874,923615
VS,Champéry,6151,Chemin des Journelles 7,1874,923420
VS,Champéry,6151,Route de Planachaux 49,1874,923613
VS,Champéry,6151,Route du Grand-Paradis 5,1874,923453
VS,Champéry,6151,Route du Grand-Paradis 3,1874,923454
VS,Champéry,6151,Chemin des Journelles 11,1874,923418
VS,Champéry,6151,Route de Planachaux 45,1874,923611
VS,Champéry,6151,Route de Planachaux 47,1874,923612
VS,Champéry,6151,Route de Planachaux 79,1874,190179194
VS,Saint-Gingolph,6155,Route Cantonale 39,1898,927506
VS,Saint-Gingolph,6155,Chemin de Vignolles 6,1898,927540
VS,Saint-Gingolph,6155,Route du Frénay 54,1898,101166217
VS,Saint-Gingolph,6155,Chemin de la Chaux 9,1898,3130169
VS,Saint-Gingolph,6155,Chemin de la Chaux 12,1898,927548
VS,Saint-Gingolph,6155,Route du Frénay 39,1898,927534
VS,Saint-Gingolph,6155,Chemin de la Chaux 6,1898,190191675
VS,Saint-Gingolph,6155,Chemin de Vignolles 15,1898,927537
VS,Saint-Gingolph,6155,Chemin de la Chaux 4,1898,927518
VS,Saint-Gingolph,6155,Chemin de Vignolles 3,1898,927522
VS,Collombey-Muraz,6152,Pré-Géroux 35,1893,190021065
VS,Collombey-Muraz,6152,Pré-Géroux 25,1893,191028356
VS,Collombey-Muraz,6152,Pré-Géroux 4,1893,3110203
VS,Collombey-Muraz,6152,Pré-Géroux 16,1893,923914
VS,Collombey-Muraz,6152,Pré-Géroux 33,1893,190021067
VS,Collombey-Muraz,6152,Pré-Géroux 10,1893,3110206
VS,Collombey-Muraz,6152,Pré-Géroux 9,1893,3110205
VS,Collombey-Muraz,6152,Pré-Géroux 21,1893,923916
VS,Collombey-Muraz,6152,Pré-Géroux 1,1893,923920
VS,Collombey-Muraz,6152,Pré-Géroux 19,1893,923915
VS,Vionnaz,6158,Chemin du Planchamp 4,1899,190151435
VS,Vionnaz,6158,Bonne-Année 32,1895,930652
VS,Vionnaz,6158,Au Village 5,1899,930665
VS,Vionnaz,6158,Chemin du Quarro 1,1899,930666
VS,Vionnaz,6158,Au Village 10,1899,192006805
VS,Vionnaz,6158,Route des Follataires 98,1895,930632
VS,Vionnaz,6158,Au Village 4,1899,930664
VS,Vionnaz,6158,Route de Plan-de-Croix 124,1899,190222387
VS,Vionnaz,6158,Route de Plan-de-Croix 132,1899,3110919
VS,Vionnaz,6158,Chemin de la Cheurgne 49,1899,930863
VS,Vouvry,6159,Chemin de Naye 20,1896,931489
VS,Vouvry,6159,Chemin du Borgeau 11,1896,190826650
VS,Vouvry,6159,Chemin du Foyard 10,1896,191644846
VS,Vouvry,6159,Chemin du Borgeau 5,1896,931470
VS,Vouvry,6159,Chemin du Borgeau 1,1896,931469
VS,Vouvry,6159,Chemin de Naye 24,1896,931490
VS,Vouvry,6159,Chemin des Moulins 5,1896,931491
VS,Vouvry,6159,Chemin de Naye 1,1896,931479
VS,Vouvry,6159,Chemin de la Crosette 18,1896,931482
VS,Vouvry,6159,Chemin de la Crosette 10,1896,931483
VS,Bovernier,6131,Les Grangettes 3,1932,915823
VS,Bovernier,6131,Les Grangettes 7,1932,915820
VS,Bovernier,6131,Les Faves 7,1932,915790
VS,Bovernier,6131,Les Grangettes 1,1932,915818
VS,Bovernier,6131,Le Cocoro 1,1932,915795
VS,Bovernier,6131,Les Faves 4,1932,915815
VS,Bovernier,6131,Le Gondran 8,1932,915806
VS,Bovernier,6131,Les Grangettes 2,1932,915824
VS,Bovernier,6131,Le Gondran 6,1932,915808
VS,Bovernier,6131,Les Grangettes 5,1932,915819
VS,Fully,6133,Route de Chancotin 33,1926,3108933
VS,Fully,6133,Route de Chancotin 31,1926,3108932
VS,Fully,6133,Route de la Forêt 123,1926,191761932
VS,Fully,6133,Route de Chancotin 27,1926,3108929
VS,Fully,6133,Chemin de la Lui 15,1926,190075796
VS,Fully,6133,Chemin des Ceps 14,1926,191112510
VS,Fully,6133,Route de la Forêt 112,1926,190186309
VS,Fully,6133,Route de la Forêt 120,1926,190156018
VS,Fully,6133,Route de Chancotin 37,1926,3108934
VS,Fully,6133,Route de la Forêt 94,1926,917404
VS,Leytron,6135,Route du Stade 92,1912,191967060
VS,Leytron,6135,Rouatope 48,1912,918631
VS,Leytron,6135,Route des Champs Longs 12,1912,191518631
VS,Leytron,6135,Rouatope 46,1912,918630
VS,Leytron,6135,Rouatope 37,1912,190177814
VS,Leytron,6135,Route de Montibeux 28,1912,190177815
VS,Leytron,6135,Route de Chauffisse 25,1912,190177818
VS,Leytron,6135,Rouatope 51,1912,191952844
VS,Leytron,6135,Route de Chauffisse 27,1912,190509028
VS,Leytron,6135,Route de Chauffisse 33,1912,3129829
VS,Isérables,6134,Chemin des Fontanettes 10,1914,191127203
VS,Isérables,6134,Chemin des Fontanettes 7,1914,191127214
VS,Isérables,6134,Chemin des Fontanettes 12,1914,500009628
VS,Isérables,6134,Chemin des Fontanettes 2,1914,191665441
VS,Isérables,6134,Chemin des Fontanettes 6,1914,191127208
VS,Isérables,6134,Chemin des Fontanettes 9,1914,191127217
VS,Isérables,6134,Chemin des Fontanettes 14,1914,191127198
VS,Isérables,6134,Sentier du Coteau 22,1914,191127618
VS,Isérables,6134,Chemin des Sources 2,1914,191127636
VS,Isérables,6134,Vieille route des Dzoras 34,1914,191127661
VS,Port-Valais,6154,La Petite Bretagne 11,1897,927048
VS,Port-Valais,6154,Les Mas du Chablais 12,1897,926955
VS,Port-Valais,6154,Les Vieilles Chenevières 19a,1897,3158740
VS,Port-Valais,6154,Route de la Plage 44c,1897,101166118
VS,Port-Valais,6154,Les Mas du Chablais 18,1897,926950
VS,Port-Valais,6154,Route de la Plage 100a,1897,3186392
VS,Port-Valais,6154,Les Vieilles Chenevières 21a,1897,190225707
VS,Port-Valais,6154,Route de la Plage 44d,1897,190227288
